ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Gender,Age,Slots
Amina Sherali's Daycare,LICENSED,4,Center,1,Low,30,RIDGELAND,39157,45,MADISON,601-775-3936,3,2,2
Amy El-Rai Brown,LICENSED,3,Group Home,0,Not Rated,30,COLUMBUS,39701,44,LOWNDES,601-787-4821,3,2,2
Ana  Melendez,LICENSED,3,Group Home,0,Not Rated,30,ROLLING FORK,39159,63,SHARKEY,601-798-0347,3,1,2
Ana Vides,LICENSED,3,Group Home,0,Not Rated,30,WINONA,38967,49,MONTGOMERY,601-825-1068,3,"1,2",2
Anderson High Extend-A-Care,LICENSED,4,Center,0,Not Rated,30,OKOLONA,38860,9,CHICKASAW,601-831-5283,3,"1,2,3",2
Andrews Extend A Care,LICENSED,4,Center,0,Not Rated,30,MERIDIAN,39301,12,CLARKE,601-849-1550,3,3,2
Angel  Nguyen,LICENSED,4,Center,0,Not Rated,30,ENTERPRISE,39330,12,CLARKE,601-849-6888,3,"4,5",2
Angel Keepers Pre-School & Eastern Hills Christian School,LICENSED,4,Center,0,Not Rated,30,JACKSON,39203,25,HINDS,601-856-5279,3,"3,4",2
Angela Lyn Harvick,LICENSED,3,Group Home,0,Not Rated,30,QUITMAN,39355,12,CLARKE,601-888-3431,3,"1,2",2
Angelitos Day Care,LICENSED,4,Center,0,Not Rated,30,JACKSON,39204,25,HINDS,601-925-0111,3,1,2
Angels Christian Preschool,LICENSED,4,Center,0,Not Rated,30,CLEVELAND,38732,6,BOLIVAR,601-938-3225,3,"2,3",2
Angels of Faith Preschool of Living Hope Church,LICENSED,4,Center,0,Not Rated,30,CLEVELAND,38732,6,BOLIVAR,601-939-6622,3,"4,5",2
Angels on Earth Learning and Adventure Center Childcare,LICENSED,4,Center,0,Not Rated,30,HAZLEHURST,39083,15,COPIAH,601-941-1909,3,4,2
Angies Angels,LICENSED,4,Center,0,Not Rated,30,RAYMOND,39154,25,HINDS,601-951-5377,3,"3,4",2
Angleton Early Learning CTR,LICENSED,4,Center,0,Not Rated,30,GULFPORT,39501,24,HARRISON,601-953-8269,3,5,2
Annabelia  Butler,LICENSED,4,Center,0,Not Rated,30,JACKSON,39209,25,HINDS,662-207-8423,3,5,2
Anointed Steps Academy,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38703,76,WASHINGTON,662-247-2142,3,"1,2",2
Antoinette Lipscomb,LICENSED,4,Center,0,Not Rated,30,WIGGINS,39577,66,STONE,662-252-3715,3,2,2
Apple Tree Development Center,LICENSED,4,Center,0,Not Rated,30,BALDWYN,38824,59,PRENTISS,662-272-8521,3,1,2
Apple Valley Learning Center,LICENSED,4,Center,0,Not Rated,30,STARKVILLE,39759,53,OKTIBBEHA,662-283-2001,3,"2,3",2
Appletree Academy Inc,LICENSED,4,Center,1,Low,30,GREENWOOD,38930,42,LEFLORE,662-286-9999,3,1,2
Araceli Adame Licensed Home,LICENSED,4,Center,0,Not Rated,30,MADISON,39110,45,MADISON,662-299-9946,3,"2,3",2
Aracely Hernandez,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38701,76,WASHINGTON,662-302-1405,3,1,2
Arborcreek Montessori School,LICENSED,4,Center,0,Not Rated,30,AMORY,38821,48,MONROE,662-303-3231,3,"1,2",2
Arcenia Springfield,LICENSED,4,Center,0,Not Rated,30,SARAH,38665,69,TATE,662-313-8128,3,2,2
Archer City Early Head Start CDC,LICENSED,4,Center,0,Not Rated,30,MCCOMB,39648,57,PIKE,662-315-1505,3,2,2
Ark Preschool,LICENSED,4,Center,0,Not Rated,30,MADISON,39110,45,MADISON,662-327-2177,3,1,2
Arlinthea Mary Alexander,LICENSED,4,Center,1,Low,30,VERONA,38879,41,LEE,662-332-0070,3,"1,2",2
Armadillos To Zebras,LICENSED,4,Center,2,Average,30,PONTOTOC,38863,58,PONTOTOC,662-332-0362,3,"1,2,3",2
Armed Services CDC,LICENSED,4,Center,0,Not Rated,30,AMORY,38821,48,MONROE,662-332-4164,3,3,2
Armenta's Early Childhood Development,LICENSED,4,Center,0,Not Rated,30,MENDENHALL,39114,64,SIMPSON,662-332-4286,3,"4,5",2
Artimese  Lindsey,LICENSED,4,Center,1,Low,30,ANGUILLA,38721,63,SHARKEY,662-334-1044,3,"3,4",2
Arts & Learning Center,LICENSED,4,Center,0,Not Rated,30,MCCOMB,39648,57,PIKE,662-334-1654,3,"1,2",2
Ascension Child Development Center,LICENSED,4,Center,4,Very Good,30,GAUTIER,39553,30,JACKSON,662-334-6214,3,1,2
Ascension Lutheran Day School,LICENSED,4,Center,0,Not Rated,30,JACKSON,39209,25,HINDS,662-335-3877,3,"2,3",2
Ashleigh George,LICENSED,4,Center,0,Not Rated,30,BRUCE,38915,7,CALHOUN,662-336-5804,3,"4,5",2
Ashley Elementary AlphaBest,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38703,76,WASHINGTON,662-347-2924,3,4,2
Ashley Kelly,LICENSED,4,Center,0,Not Rated,30,MERIDIAN,39301,38,LAUDERDALE,662-347-5840,3,"3,4",2
Ashley Weber,LICENSED,4,Center,0,Not Rated,30,PICKENS,39146,26,HOLMES,662-352-5120,3,5,2
ASYMCA @ Miller Heights,LICENSED,2,Slot Contractor,0,Not Rated,30,NETTLETON,38858,41,LEE,662-363-3678,3,5,2
Attitude Respect N Manners Learning Center,LICENSED,4,Center,0,Not Rated,30,BALDWYN,38824,41,LEE,662-378-3731,3,"1,2",2
Attitude Respect N Manners Learning Center #3,LICENSED,4,Center,0,Not Rated,30,COLUMBUS,39701,44,LOWNDES,662-378-4245,3,2,2
Aunt Rosies Day Care,LICENSED,4,Center,1,Low,30,PHILADELPHIA,39350,50,NESHOBA,662-378-9355,3,1,2
Austin Children's Garden,LICENSED,4,Center,0,Not Rated,30,VICKSBURG,39180,75,WARREN,662-390-3369,3,"2,3",2
Austin Community College Child,LICENSED,4,Center,0,Not Rated,30,PICKENS,39146,26,HOLMES,662-392-0489,3,1,2
Austin Eco Bilingual School,LICENSED,4,Center,0,Not Rated,30,WEBB,38966,68,TALLAHATCHIE,662-392-4108,3,"2,3",2
Austin Thrive Preschool,LICENSED,4,Center,3,Good,30,SLEDGE,38670,60,QUITMAN,662-413-4015,3,1,2
Avance - Wesley Early Head Start,LICENSED,2,Slot Contractor,0,Not Rated,30,DREW,38737,67,SUNFLOWER,662-447-3600,3,"1,2",2
Avance - EHS Early Education Center @ Fenley,LICENSED,2,Slot Contractor,1,Low,30,GREENWOOD,38930,42,LEFLORE,662-453-1517,3,2,2
Ayda O. Ibarra,LICENSED,4,Center,0,Not Rated,30,JACKSON,39209,25,HINDS,662-455-9789,3,2,2
Azuka Lucy Charlesnwankwo,LICENSED,4,Center,2,Average,30,MCCOMB,39648,57,PIKE,662-457-7604,3,1,2
Baby Ruth Bowens,LICENSED,4,Center,0,Not Rated,30,OXFORD,38655,36,LAFAYETTE,662-470-6675,3,"1,2",2
Baby Steps Infant Care,LICENSED,4,Center,1,Low,30,GULFPORT,39501,24,HARRISON,662-472-2710,3,"1,2,3",2
Babytime,LICENSED,4,Center,0,Not Rated,30,GULFPORT,39503,24,HARRISON,662-483-0955,3,3,2
Baileys Babies-Childcare,LICENSED,4,Center,0,Not Rated,30,NETTLETON,38858,48,MONROE,662-494-6811,3,"4,5",2
Baker-Ripley Early Head Start,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38701,76,WASHINGTON,662-528-4192,3,"3,4",2
Balderrama Day Care,LICENSED,4,Center,0,Not Rated,30,PORT GIBSON,39150,11,CLAIBORNE,662-528-4213,3,"1,2",2
Baldwin Crew,LICENSED,4,Center,0,Not Rated,30,LUCEDALE,39452,20,GEORGE,662-528-4526,3,1,2
Bang Thi Mai,LICENSED,4,Center,0,Not Rated,30,LAUREL,39440,34,JONES,662-537-4546,3,"2,3",2
Barbara Ann Parks,LICENSED,4,Center,5,Excellent,30,JACKSON,39213,25,HINDS,662-545-4817,3,"4,5",2
Barbara Grissom,LICENSED,4,Center,0,Not Rated,30,GULFPORT,39501,24,HARRISON,662-560-1994,3,4,2
Barbara Jordan International Pre School,LICENSED,4,Center,0,Not Rated,30,CLEVELAND,38732,6,BOLIVAR,662-563-0329,3,"3,4",2
Barnyard Babes Daycare,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38701,76,WASHINGTON,662-571-2769,3,5,2
Barton Creek Child Development Center EISD,LICENSED,4,Center,0,Not Rated,30,GREENWOOD,38930,42,LEFLORE,662-577-4852,3,5,2
"Barton Creek Child Development Infant Center, Inc.",LICENSED,4,Center,0,Not Rated,30,HERNANDO,38632,17,DESOTO,662-578-0711,3,"1,2",2
Bay Area Child Development Ctr,LICENSED,4,Center,0,Not Rated,30,JACKSON,39206,25,HINDS,662-590-2627,3,2,2
BCFS Education Services Karnes City Head Start,LICENSED,2,Slot Contractor,0,Not Rated,30,HATTIESBURG,39401,18,FORREST,662-603-9909,3,1,2
"BE A CHAMPION, INC @ Bonner Elem",LICENSED,2,Slot Contractor,2,Average,30,POPLARVILLE,39470,55,PEARL RIVER,662-608-6554,3,"2,3",2
Be Thi Le,LICENSED,4,Center,0,Not Rated,30,CLINTON,39056,25,HINDS,662-615-6111,3,1,2
Bea Reily,LICENSED,4,Center,1,Low,30,COLUMBIA,39429,46,MARION,662-617-3203,3,"2,3",2
Bear Foot Lodge Private School,LICENSED,4,Center,0,Not Rated,30,LOUISVILLE,39339,80,WINSTON,662-624-4221,3,1,2
Beatrice Diala,LICENSED,4,Center,2,Average,30,JACKSON,39204,25,HINDS,662-627-2198,3,"1,2",2
Becker Early Childhood Center,LICENSED,4,Center,2,Average,30,LAKE CORMORANT,38641,17,DESOTO,662-645-2606,3,2,2
Becker Extend A Care,LICENSED,4,Center,0,Not Rated,30,MERIDIAN,39301,38,LAUDERDALE,662-645-4104,3,2,2
Beginners Academy,LICENSED,4,Center,0,Not Rated,30,COLUMBIA,39429,46,MARION,662-671-3662,3,1,2
Bell's Little Angels Childcare & Learning Center,LICENSED,4,Center,0,Not Rated,30,FLORA,39071,45,MADISON,662-720-1152,3,"1,2",2
"Belton's Little Dreamers, Big Believers Childcare, LLC",LICENSED,4,Center,0,Not Rated,30,DREW,38737,67,SUNFLOWER,662-726-4993,3,"1,2,3",2
Bertha Cisneros,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38703,76,WASHINGTON,662-746-1088,3,3,2
Best Kids Academy,LICENSED,4,Center,2,Average,30,HATTIESBURG,39401,18,FORREST,662-746-6371,3,"4,5",2
Bethany Lutheran Church CDC,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38701,76,WASHINGTON,662-746-7960,3,"3,4",2
Bethany Preschool,LICENSED,4,Center,0,Not Rated,30,HATTIESBURG,39402,37,LAMAR,662-746-8639,3,"1,2",2
Bette Perot Elementary-Clayton,LICENSED,4,Center,1,Low,30,JACKSON,39203,25,HINDS,662-763-3385,3,1,2
Better Beginnings Childrens Center,LICENSED,4,Center,0,Not Rated,30,JACKSON,39212,25,HINDS,662-763-4044,3,"2,3",2
Bhavna S Maniedeo,LICENSED,4,Center,1,Low,30,MCCOMB,39648,57,PIKE,662-820-8590,3,"4,5",2
Bianca  Graham,LICENSED,4,Center,1,Low,30,GREENVILLE,38704,76,WASHINGTON,662-822-0046,3,4,2
Bich Van Thi Ngo,LICENSED,4,Center,0,Not Rated,30,HATTIESBURG,39401,18,FORREST,662-827-2681,3,"3,4",2
Bizzy Kids Learning Center,LICENSED,4,Center,0,Not Rated,30,NATCHEZ,39120,1,ADAMS,662-846-4320,3,5,2
Blanca E Garza,LICENSED,4,Center,2,Average,30,INDIANOLA,38751,67,SUNFLOWER,662-873-3027,3,5,2
Blanton Elementary After the Bell Academy,LICENSED,4,Center,1,Low,30,ROSEDALE,38769,6,BOLIVAR,662-887-5077,3,"1,2",2
Blooming Daisies Learning Center,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38701,76,WASHINGTON,662-963-2162,3,2,2
Blue Bonnet Child Development Center,LICENSED,4,Center,0,Not Rated,30,GAUTIER,39553,30,JACKSON,769-216-2588,3,1,2
Bluebonnet Elementary - Clayton,LICENSED,4,Center,0,Not Rated,30,TUPELO,38804,41,LEE,769-251-1170,3,"2,3",2
BookWorm Learning Center LLC,LICENSED,4,Center,0,Not Rated,30,MYRTLE,38650,73,UNION,228-896-3770,3,1,2
Boone Elementary After School Program,LICENSED,4,Center,5,Excellent,30,DE KALB,39328,35,KEMPER,601-209-4721,3,"2,3",2
A Christian Academy,LICENSED,2,Slot Contractor,0,Not Rated,29,JACKSON,39206,25,HINDS,228-297-4408,3,1,1
Achieving Lil Minds,LICENSED,4,Center,0,Not Rated,29,GULFPORT,39501,24,HARRISON,601-352-3882,3,"1,2",1
After School Program of Southlake Baptist Church,LICENSED,4,Center,0,Not Rated,29,JACKSON,39206,25,HINDS,601-421-0933,3,2,1
Al-Hidayah Montessori School,LICENSED,4,Center,0,Not Rated,29,JACKSON,39204,25,HINDS,601-479-7084,3,2,1
Angela Mosley,LICENSED,3,Group Home,2,Average,29,JACKSON,39206,25,HINDS,601-892-8974,3,1,1
Annette Angelle,LICENSED,4,Center,0,Not Rated,29,OCEAN SPRINGS,39564,30,JACKSON,662-227-9693,3,"1,2",1
Arc - Life Enrichment Child Program,LICENSED,4,Center,0,Not Rated,29,CARTHAGE,39051,40,LEAKE,662-303-5726,3,"1,2,3",1
Aunt Amy's Home Childcare,LICENSED,4,Center,0,Not Rated,29,METCALFE,38760,76,WASHINGTON,662-378-6471,3,3,1
"Baby Steps Early Learning Center, LLC",LICENSED,4,Center,0,Not Rated,29,RULEVILLE,38771,67,SUNFLOWER,662-470-7946,3,"4,5",1
Batavia Russell,LICENSED,4,Center,0,Not Rated,29,MOORHEAD,38761,67,SUNFLOWER,662-588-8860,3,"3,4",1
Bent Tree Child Development Center,LICENSED,4,Center,0,Not Rated,29,BELZONI,39038,27,HUMPHREYS,662-739-3899,3,"1,2",1
Berea Christian Learning Center,LICENSED,4,Center,2,Average,29,SARDIS,38666,54,PANOLA,662-741-2044,3,1,1
Bertha  Valdes,LICENSED,4,Center,0,Not Rated,29,CLARKSDALE,38614,14,COAHOMA,662-745-8402,3,"2,3",1
Betty Sue Enriquez,LICENSED,4,Center,0,Not Rated,29,WINONA,38967,49,MONTGOMERY,662-779-1086,3,"4,5",1
"A+ Child Care and Learning Center, L.L.C.",LICENSED,4,Center,0,Not Rated,28,KILN,39556,23,HANCOCK,228-860-8587,3,4,1
ABC Discovery Learning Center,LICENSED,4,Center,1,Low,28,JACKSON,39204,25,HINDS,601-222-0082,3,"3,4",1
Academic Academy Christian Child Care Center,LICENSED,4,Center,0,Not Rated,28,YAZOO CITY,39194,82,YAZOO,601-320-6288,3,5,1
Adi's Playhouse Child Care,LICENSED,4,Center,0,Not Rated,28,LEXINGTON,39095,26,HOLMES,601-362-4777,3,5,1
Ahead of the Crowd Academy,LICENSED,4,Center,5,Excellent,28,GAUTIER,39553,30,JACKSON,601-453-3515,3,"1,2",1
Alejandria Edwards,LICENSED,4,Center,0,Not Rated,28,GREENVILLE,38701,76,WASHINGTON,601-497-5771,3,2,1
Anel Rocio Salinas,LICENSED,4,Center,2,Average,28,LEXINGTON,39095,26,HOLMES,601-849-3202,3,1,1
Anita T. Dovalina Head Start,LICENSED,4,Center,0,Not Rated,28,KILN,39556,23,HANCOCK,601-987-3512,3,"2,3",1
Baby Palace,LICENSED,4,Center,0,Not Rated,28,BRANDON,39042,61,RANKIN,662-468-2777,3,1,1
Bambino Day Care,LICENSED,4,Center,0,Not Rated,28,COLUMBUS,39701,44,LOWNDES,662-528-7582,3,"2,3",1
BISD Community Services - STARS Emile Elementary School,LICENSED,2,Slot Contractor,0,Not Rated,28,NEWTON,39345,51,NEWTON,662-843-0450,3,1,1
Blanca  Lombrana,LICENSED,4,Center,0,Not Rated,28,JACKSON,39206,25,HINDS,662-871-5675,3,"1,2",1
A+ Learning Academy,LICENSED,4,Center,0,Not Rated,27,FULTON,38843,29,ITAWAMBA,228-864-4864,3,2,1
Academy For Kids,LICENSED,4,Center,0,Not Rated,27,JACKSON,39209,25,HINDS,601-335-2957,3,2,1
Aldine ISD Transportation Nurs,LICENSED,4,Center,0,Not Rated,27,STARKVILLE,39759,53,OKTIBBEHA,601-486-6966,3,1,1
Alejandrina  Lopez,LICENSED,4,Center,0,Not Rated,27,VICKSBURG,39180,75,WARREN,601-498-5437,3,"1,2",1
Alexanders Academy,LICENSED,4,Center,0,Not Rated,27,STARKVILLE,39759,53,OKTIBBEHA,601-502-2700,3,"1,2,3",1
Alice G K Kleberg Learning Center,LICENSED,4,Center,0,Not Rated,27,VICKSBURG,39183,75,WARREN,601-519-7388,3,3,1
Ana's Little Angels Child Care,LICENSED,4,Center,3,Good,27,KILN,39556,23,HANCOCK,601-825-6766,3,"4,5",1
Angel Keepers,LICENSED,4,Center,3,Good,27,KILN,39556,23,HANCOCK,601-856-4227,3,"3,4",1
Angels on Earth Home Day Care,LICENSED,4,Center,0,Not Rated,27,KOSCIUSKO,39090,4,ATTALA,601-940-4452,3,"1,2",1
Anita Laurel,LICENSED,4,Center,1,Low,27,GULFPORT,39501,24,HARRISON,601-983-7419,3,1,1
Apple Tree Christian Academy,LICENSED,4,Center,0,Not Rated,27,BOONEVILLE,38829,59,PRENTISS,662-269-2398,3,"2,3",1
Arlene Lopez Arlene's Day Care,LICENSED,4,Center,0,Not Rated,27,BOONEVILLE,38829,59,PRENTISS,662-328-0396,3,"4,5",1
B-Z Sunshine Tots (Martha Carrillo),LICENSED,4,Center,0,Not Rated,27,LELAND,38756,76,WASHINGTON,662-464-0258,3,4,1
Barrow Elementary,LICENSED,4,Center,0,Not Rated,27,HATTIESBURG,39401,18,FORREST,662-571-8733,3,"3,4",1
Berry Best Day Care,LICENSED,4,Center,3,Good,27,BELZONI,39038,27,HUMPHREYS,662-745-0241,3,5,1
Bettina Rah'shaun Buhl,LICENSED,4,Center,0,Not Rated,27,UNION,39365,51,NEWTON,662-763-4571,3,5,1
A Life Christian Academy,LICENSED,4,Center,0,Not Rated,26,GREENVILLE,38701,76,WASHINGTON,228-392-0225,3,"1,2",1
A Place to Grow Learning Center,LICENSED,4,Center,0,Not Rated,26,JACKSON,39209,25,HINDS,228-563-5289,3,2,1
A Rocking Chair,LICENSED,4,Center,0,Not Rated,26,JACKSON,39204,25,HINDS,228-623-3477,3,1,1
AAMA Sanchez High School,LICENSED,4,Center,0,Not Rated,26,GAUTIER,39553,30,JACKSON,228-875-1804,3,"2,3",1
Academic Athlete Plus After School Program,LICENSED,4,Center,0,Not Rated,26,GREENVILLE,38701,76,WASHINGTON,601-321-9988,3,1,1
Acorn Learning Academy,LICENSED,4,Center,0,Not Rated,26,UTICA,39175,25,HINDS,601-354-7659,3,"2,3",1
Alejandra's Day Care,LICENSED,4,Center,0,Not Rated,26,BROOKHAVEN,39601,43,LINCOLN,601-497-3204,3,1,1
Ana Maria Salomon,LICENSED,3,Group Home,0,Not Rated,26,PHILADELPHIA,39350,50,NESHOBA,601-808-0086,3,"1,2",1
Anderson Elementary AlphaBEST,LICENSED,4,Center,0,Not Rated,26,OKOLONA,38860,9,CHICKASAW,601-828-9380,3,2,1
Ann Johnson,LICENSED,4,Center,0,Not Rated,26,BELZONI,39038,27,HUMPHREYS,601-990-6770,3,2,1
Annette Stafford,LICENSED,4,Center,0,Not Rated,26,JACKSON,39284,25,HINDS,662-235-4048,3,1,1
Arielyn  Carmona,LICENSED,4,Center,0,Not Rated,26,CARTHAGE,39051,40,LEAKE,662-323-5682,3,"1,2",1
Austin International School,LICENSED,4,Center,0,Not Rated,26,CLINTON,39056,25,HINDS,662-394-0159,3,"1,2,3",1
Avance - San Antonio CDC SW 19th ST,LICENSED,2,Slot Contractor,0,Not Rated,26,OAKLAND,38948,81,YALOBUSHA,662-452-5003,3,3,1
Bambino's Child Care and Learning Center,LICENSED,4,Center,0,Not Rated,26,CARTHAGE,39051,40,LEAKE,662-528-9288,3,"4,5",1
Addie M Strawn,LICENSED,4,Center,0,Not Rated,25,JACKSON,39206,25,HINDS,601-362-0287,3,"3,4",1
Adventure Kids Playcare,LICENSED,4,Center,0,Not Rated,25,JACKSON,39202,25,HINDS,601-373-0373,3,"1,2",1
Allison Parham,LICENSED,3,Group Home,0,Not Rated,25,GREENVILLE,38703,76,WASHINGTON,601-636-1156,3,1,1
AlphaBest @ Mitchell Elementary,LICENSED,2,Slot Contractor,0,Not Rated,25,TUNICA,38676,72,TUNICA,601-670-0828,3,"2,3",1
A and B Christian School,LICENSED,3,Group Home,0,Not Rated,24,JACKSON,39209,25,HINDS,228-234-0970,3,"4,5",1
A Child's Corner Childcare,LICENSED,3,Group Home,0,Not Rated,24,GREENVILLE,38701,76,WASHINGTON,228-261-2951,3,4,1
"ABC Lighthouse Childcare, LLC",LICENSED,4,Center,0,Not Rated,24,LAUREL,39443,34,JONES,601-267-6300,3,"3,4",1
ABC Word Academy,LICENSED,4,Center,1,Low,24,JACKSON,39209,25,HINDS,601-276-3206,3,5,1
Abundant Rainbows for Kids,LICENSED,4,Center,0,Not Rated,24,JACKSON,39206,25,HINDS,601-317-2777,3,5,1
Achievers of Excellence Learning Academy,LICENSED,4,Center,0,Not Rated,24,JACKSON,39209,25,HINDS,601-346-8103,3,"1,2",1
AlphaBest @ Davis Intermediate School,LICENSED,2,Slot Contractor,1,Low,24,COLUMBUS,39701,44,LOWNDES,601-678-8532,3,2,1
Amazing Angels Childcare Learning Center,LICENSED,4,Center,0,Not Rated,24,HOLLY SPRINGS,38635,47,MARSHALL,601-731-5853,3,1,1
Anthony  Boyd,LICENSED,4,Center,0,Not Rated,24,TUNICA,38676,72,TUNICA,662-247-3088,3,"2,3",1
Apple Tree Day School,LICENSED,4,Center,0,Not Rated,24,PINOLA,39149,64,SIMPSON,662-269-2709,3,1,1
Arlington II Headstart & Child Development Center,LICENSED,4,Center,2,Average,24,LAWRENCE,39336,51,NEWTON,662-329-7196,3,"2,3",1
Barbara Copeland,LICENSED,4,Center,0,Not Rated,24,GREENVILLE,38703,76,WASHINGTON,662-547-9781,3,1,1
Barrel of Monkeys Academy,LICENSED,4,Center,0,Not Rated,24,HATTIESBURG,39401,18,FORREST,662-571-7268,3,"1,2",1
Belinda Nallely Garza,LICENSED,4,Center,0,Not Rated,24,HOLLY SPRINGS,38635,47,MARSHALL,662-703-1067,3,2,1
Binh Le,LICENSED,4,Center,0,Not Rated,24,JACKSON,39209,25,HINDS,662-836-9384,2,2,1
ABC's & 123's Corner Playhouse,LICENSED,4,Center,2,Average,23,LYON,38645,14,COAHOMA,601-276-5953,1,1,1
Alpha Omega Private Preschool,LICENSED,4,Center,0,Not Rated,23,PICAYUNE,39466,55,PEARL RIVER,601-656-6226,3,"1,2",1
Angela M. Hopkins,LICENSED,3,Group Home,1,Low,23,TCHULA,39169,26,HOLMES,601-892-6019,2,"1,2,3",1
Anna Nu Ton,LICENSED,3,Group Home,0,Not Rated,23,TCHULA,39169,26,HOLMES,661-434-7111,1,3,1
Bearly Beginning Day Care Center # 2,LICENSED,4,Center,0,Not Rated,23,GREENVILLE,38701,76,WASHINGTON,662-624-5522,3,"4,5",1
Bella's Play-N-Learn Center,LICENSED,4,Center,1,Low,23,LOUISVILLE,39339,80,WINSTON,662-721-5846,2,"3,4",1
Blancas Learning Center,LICENSED,4,Center,0,Not Rated,23,GRENADA,38901,22,GRENADA,662-887-1530,1,"1,2",1
Bluebonnet Learning Center,LICENSED,4,Center,1,Low,23,SALTILLO,38866,41,LEE,769-251-2918,3,1,1
Bong Van Tran,LICENSED,4,Center,0,Not Rated,23,JACKSON,39213,25,HINDS,228-216-8788,2,"2,3",1
A Bright Beginning #3,LICENSED,4,Center,0,Not Rated,22,JACKSON,39206,25,HINDS,228-249-1471,1,"4,5",1
ABC Kidz Klub,LICENSED,4,Center,0,Not Rated,22,HATTIESBURG,39401,18,FORREST,601-250-0218,3,4,1
Academic Beginnings Child Development Center,LICENSED,4,Center,1,Low,22,JACKSON,39213,25,HINDS,601-324-6191,2,"3,4",1
Alejandra Cardenas,LICENSED,3,Group Home,1,Low,22,BROOKHAVEN,39601,43,LINCOLN,601-487-6241,1,5,1
Alicia Poulos,LICENSED,3,Group Home,0,Not Rated,22,VICKSBURG,39180,75,WARREN,601-544-0450,3,5,1
All Aboard Day Care Center,LICENSED,4,Center,4,Very Good,22,BATESVILLE,38606,54,PANOLA,601-545-9299,2,"1,2",1
Ana Reyes,LICENSED,3,Group Home,3,Good,22,MCCOMB,39648,57,PIKE,601-813-7579,1,2,1
Andrew  Davis,LICENSED,4,Center,0,Not Rated,22,MOUND BAYOU,38762,6,BOLIVAR,601-849-0483,3,1,1
Aransas Child Care,LICENSED,4,Center,1,Low,22,INDIANOLA,38751,67,SUNFLOWER,662-302-1948,2,"2,3",1
Avance - E Head Start Child Development Ctr at Kelly USA,LICENSED,2,Slot Contractor,1,Low,22,JACKSON,39213,25,HINDS,662-425-0315,1,1,1
Bastrop School of Montessori,LICENSED,4,Center,0,Not Rated,22,SHELBY,38774,6,BOLIVAR,662-588-6776,3,"2,3",1
Belinda Lynnette Snuggs,LICENSED,4,Center,0,Not Rated,22,WINONA,38967,49,MONTGOMERY,662-695-6011,2,1,1
Aimee Stockton,LICENSED,4,Center,0,Not Rated,21,LAUREL,39440,34,JONES,601-466-2604,1,"1,2",1
Alliance After School Care at Woodson,LICENSED,2,Slot Contractor,0,Not Rated,21,INDIANOLA,38751,67,SUNFLOWER,601-635-2805,3,2,1
Angela N. Johnson,LICENSED,3,Group Home,0,Not Rated,21,RIENZI,38865,2,ALCORN,601-894-3693,2,2,1
Annunciation Infant Development Center,LICENSED,4,Center,0,Not Rated,21,LEXINGTON,39095,26,HOLMES,662-246-8566,1,1,1
Benavidez Elementary Head Start,LICENSED,4,Center,0,Not Rated,21,HATTIESBURG,39401,18,FORREST,662-735-2044,3,"1,2",1
Bishop Dunne,LICENSED,4,Center,0,Not Rated,21,CLEVELAND,38732,6,BOLIVAR,662-844-9234,2,"1,2,3",1
A is for Apple Childcare,LICENSED,4,Center,0,Not Rated,20,NATCHEZ,39120,1,ADAMS,228-369-0079,1,3,1
Adina Thompson,LICENSED,3,Group Home,0,Not Rated,20,HATTIESBURG,39401,18,FORREST,601-362-6736,3,"4,5",1
Alisa Yvette Craig,LICENSED,3,Group Home,1,Low,20,MENDENHALL,39114,64,SIMPSON,601-544-5500,2,"3,4",1
All Valley Child Care Learning Center,LICENSED,4,Center,0,Not Rated,20,TUPELO,38804,41,LEE,601-613-1908,1,"1,2",1
Alpha Omega Learning Academy,LICENSED,4,Center,1,Low,20,TUPELO,38804,41,LEE,601-656-3066,3,1,1
Armida Medina,LICENSED,4,Center,0,Not Rated,20,WAYNESBORO,39367,77,WAYNE,662-332-5227,2,"2,3",1
Barrett Station Head Start,LICENSED,4,Center,2,Average,20,CANTON,39046,45,MADISON,662-571-8635,1,"4,5",1
Belgica Narcisa Scott,LICENSED,4,Center,2,Average,20,KILN,39556,23,HANCOCK,662-686-4675,3,4,1
A Place To Grow III,LICENSED,4,Center,0,Not Rated,19,GREENVILLE,38701,76,WASHINGTON,228-539-0193,2,"3,4",1
A Plus Fun Learning Center,LICENSED,4,Center,0,Not Rated,19,POPE,38658,54,PANOLA,228-588-3913,1,5,1
AISD Camp Heat Wave-Mills,LICENSED,4,Center,1,Low,19,LOUISE,39097,27,HUMPHREYS,601-467-8251,3,5,1
Arbor Montessori Academy,LICENSED,4,Center,0,Not Rated,19,GREENWOOD,38930,42,LEFLORE,662-302-9381,2,"1,2",1
